folder name,com vessels,com network,time,alpha,delay,pressure_drop,tau_c_f,tau_c_s,kp_constant_f,kp_constant_s,pt_50,pt_5,kn_constant_f,km_constant_s,c_50,c_5,Number of iterations,delay pressure drop,time for pressure drop,R,k,final Q,final c
047,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.0016666666666666668,1/600,1.1,0.06,225001,15.0,15.0,1.0,0.05,0.6505547337711345,1.4274408589619234
011,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.0016666666666666668,1/600,1.1,0.06,225001,15.0,15.0,2.0,0.1,0.6622751500376677,2.623725211211755
046,False,True,2400.0,0.34,5.0,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.0016666666666666668,1/600,1.1,0.06,900001,15.0,15.0,1.0,0.1,0.6714646334953883,1.2962357020988806
059,True,True,600.0,0.5,7.62,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.83,0.075,0.0016666666666666668,1/600,1.01,-0.105,281251,15.0,15.0,1.0,0.1,0.6748881026160247,1.290508837594257
013,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0016666666666666668,1/600,1.0,0.1,0.0016666666666666668,1/600,1.1,0.06,225001,15.0,15.0,1.0,0.1,0.6750694227236118,1.2902071359393772
019,True,True,1200.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.0016666666666666668,1/600,1.1,0.06,450001,15.0,15.0,1.0,0.1,0.6763466784060024,1.2880843831963449
020,True,True,1200.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.0016666666666666668,1/600,1.1,0.12,450001,15.0,15.0,1.0,0.1,0.6768218186171584,1.2872965300439707
005,True,True,600.0,0.4,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.8,0.1,0.006666666666666667,1/150,10.0,1.0,225001,15.0,15.0,1.0,0.1,0.6807753581234589,1.2807780817704408
018,True,True,1200.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.0016666666666666668,1/600,1.1,0.06,450001,15.0,15.0,2.0,0.1,0.682100519048359,2.5572161075126365
012,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.0033333333333333327,1/300,1.1,0.06,225001,15.0,15.0,1.0,0.1,0.6863707752471061,1.2716648303841316
057,True,True,600.0,0.3,7.62,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.83,0.075,0.0016666666666666668,1/600,1.01,-0.105,281251,15.0,15.0,1.0,0.1,0.6872862041425867,1.2701860786846193
056,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.83,0.075,0.0016666666666666668,1/600,1.01,-0.105,281251,15.0,15.0,1.0,0.1,0.6872862041425867,1.2701860786846193
058,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.83,0.075,0.0016666666666666668,1/600,1.01,-0.105,281251,15.0,15.0,1.0,0.1,0.6872862041425867,1.2701860786846193
300s_kn_1_150,True,True,300.0,0.3,1.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,1.0,0.1,0.006666666666666667,1/150,1.1,0.06,130001,15.0,15.0,1.0,0.1,0.6873734056047954,1.2700455303321398
normal values,True,True,600.0,0.5,2.99,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.5,0.1,0.0016666666666666668,1/600,10.0,1.0,225001,15.0,15.0,1.0,0.1,0.6910928735180198,1.2640740846328993
004,True,True,600.0,0.4,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.8,0.1,0.006666666666666667,1/150,1.1,0.06,225001,15.0,15.0,1.0,0.1,0.6932548662055711,1.2606288894548103
007,True,True,600.0,0.4,2.5,0.5,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.5,0.1,0.006666666666666667,1/150,10.0,1.0,225001,15.0,15.0,1.0,0.1,0.6933502306874381,1.2604773544931949
006,True,True,600.0,0.4,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.5,0.1,0.006666666666666667,1/150,10.0,1.0,225001,15.0,15.0,1.0,0.1,0.6933502306874381,1.2604773544931949
042,True,True,600.0,0.34,2.5,0.3,0.0016666666666666668,1/600,1e-40,1/10000000000000000303786028427003666890752,1.0,0.1,0.0016666666666666668,1/600,1.1,0.06,225001,15.0,15.0,1.0,0.1,0.6946181763220429,1.258466053002442
062,True,True,600.0,0.3,7.62,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.83,0.075,0.0016666666666666668,1/600,1.4000000000000001,-0.8,281251,15.0,15.0,1.0,0.1,0.6946542239241151,1.2584089717922684
061,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.83,0.075,0.0016666666666666668,1/600,1.4000000000000001,-0.8,281251,15.0,15.0,1.0,0.1,0.6946542239241151,1.2584089717922684
055,True,True,600.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.83,0.075,0.0016666666666666668,1/600,0.76,0.135,281251,15.0,15.0,1.0,0.1,0.6951769056352638,1.2575817969839271
002,True,True,400.0,0.3,2.5,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.5,0.1,0.0016666666666666668,1/600,10.0,1.0,190001,15.0,15.0,1.0,0.1,0.6953869582555021,1.2572496815168763
065,True,True,600.0,0.3,7.62,0.3,0.0016666666666666668,1/600,0.0033333333333333327,1/300,0.5,0.1,0.0016666666666666668,1/600,1.4000000000000001,-0.8,281251,15.0,15.0,1.0,0.1,0.6953987808975682,1.2572309941015751
088,True,True,600.0,0.3,7.62,0.3,0.0016666666666666668,1/600,0.0016666666666666668,1/600,1.0,0.1,0.0008333333333333334,1/1200,1.1,0.06,225001,15.0,15.0,1.0,0.1,0.7078624500565476,1.2378344852270378
