t1,y1
15.861818181818181,0.17835520522109072
16.316363636363636,0.17413382745462125
16.77090909090909,0.17067545005909934
17.225454545454546,0.16784216318653844
17.68,0.16552098374770097
18.134545454545453,0.16361934998111682
18.589090909090906,0.1620614303641722
19.043636363636363,0.16078509967657584
19.49818181818182,0.1597394616305674
19.952727272727273,0.15888281927769932
20.407272727272726,0.15818101225802494
20.86181818181818,0.1576060545861152
21.316363636363636,0.15713501865284496
21.77090909090909,0.15674912094024518
22.225454545454546,0.15643297299043613
22.68,0.15617396775950299
23.134545454545453,0.1559617768859225
23.589090909090906,0.15578793882609365
24.043636363636363,0.15564552143304045
24.498181818181816,0.15552884552292023
24.952727272727273,0.15543325840599198
25.407272727272726,0.1553549483511294
25.86181818181818,0.15529079258527256
26.316363636363636,0.15523823276648674
26.77090909090909,0.15519517296486351
27.225454545454543,0.15515989608304237
27.68,0.15513099538345476
28.134545454545453,0.15510731839179526
28.58909090909091,0.15508792093975965
29.043636363636363,0.15507202951440946
29.498181818181816,0.15505901041276693
29.952727272727273,0.15504834447161642
30.407272727272726,0.15503960636481406
30.86181818181818,0.15503244764253976
31.316363636363636,0.155026582836151
31.77090909090909,0.15502177807453854
32.22545454545454,0.15501784175803945
32.68,0.15501461691800955
33.13454545454545,0.1550119749573795
33.589090909090906,0.1550098105225839
34.04363636363637,0.15500803730237367
34.49818181818182,0.15500658458597827
34.95272727272727,0.15500539444337025
35.407272727272726,0.1550044194151875
35.86181818181818,0.15500362062019346
36.31636363636363,0.1550029662048098
36.770909090909086,0.15500243007288894
37.22545454545454,0.15500199084507793
37.68,0.1550016310062724
38.13454545454545,0.1550013362071666
38.589090909090906,0.15500109469204504
39.04363636363637,0.1550008968300004
39.49818181818182,0.15500073473087983
39.95272727272727,0.1550006019306509
40.407272727272726,0.15500049313363362
40.86181818181818,0.15500040400132498
41.31636363636363,0.15500033097939292
41.770909090909086,0.15500027115593862
42.22545454545455,0.15500022214538012
42.68,0.15500018199332155
43.13454545454545,0.15500014909861748
43.589090909090906,0.15500012214952485
44.04363636363636,0.15500010007139353
44.49818181818182,0.155000081983813
44.95272727272727,0.15500006716550419
45.407272727272726,0.15500005502555658
45.86181818181818,0.1550000450798652
46.31636363636363,0.1550000369318255
46.770909090909086,0.15500003025651743
47.22545454545455,0.15500002478774977
47.68,0.1550000203074442
48.13454545454545,0.1550000166369393
48.589090909090906,0.15500001362986637
49.04363636363636,0.15500001116631212
49.49818181818182,0.15500000914803724
49.95272727272727,0.1550000074945591
50.407272727272726,0.1550000061399417
50.86181818181818,0.1550000050301671
51.31636363636363,0.15500000412098058
51.770909090909086,0.15500000337612663
52.22545454545455,0.15500000276590264
52.68,0.15500000226597477
